Genome,ID,Start,Stop,Size (nt),Strand,Function
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDQ7,824171,824278,106,+,none
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDQ8,824340,824541,200,-,OmpH; InterPro=IPR024930; IPR005632
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDQ9,824672,825158,484,+,Peptidase_M20; M20_dimer; InterPro=IPR002933; IPR011650; IPR001160
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDR0,825208,825704,494,+,none; InterPro=IPR012334; IPR011050
Paracidovorax citrulli (strain AAC00-1),A1TM87,548013,548182,167,+,YgjP; like; InterPro=IPR002725; IPR053136
Paracidovorax citrulli (strain AAC00-1),A1TM88,548189,548939,748,-,Ald_Xan_dh_C; MoCoBD_1; MoCoBD_2; InterPro=IPR049648; IPR000674; IPR008274; IPR046867; IPR016208; IPR036856; IPR037165
Paracidovorax citrulli (strain AAC00-1),A1TM89,548941,549258,315,-,FAD_binding_5; CO_deh_flav_C; InterPro=IPR016167; IPR016169; IPR002346; IPR005107; IPR016166; IPR051312; IPR036683; IPR036318
Paracidovorax citrulli (strain AAC00-1),A1TM90,549537,549833,295,-,Asp_Glu_race; InterPro=IPR001920; IPR004391; IPR015942
Paracidovorax citrulli (strain AAC00-1),A1TM91,549866,550385,518,-,Fumerase; Fumerase_C; InterPro=IPR036660; IPR004646; IPR004647; IPR011167
Paracidovorax citrulli (strain AAC00-1),A1TM92,550413,551137,723,-,EAL; GGDEF; MHYT; InterPro=IPR035919; IPR043128; IPR001633; IPR000160; IPR005330; IPR052155; IPR029787
Paracidovorax citrulli (strain AAC00-1),A1TM93,551228,551689,460,+,Lyase_1; FumaraseC_C; InterPro=IPR024083; IPR005677; IPR022761; IPR018951; IPR000362; IPR008948
Paracidovorax citrulli (strain AAC00-1),A1TM94,551694,552100,405,-,Topoisom_I; Top1B_N_bact; InterPro=IPR035447; IPR014711; IPR013500; IPR049331; IPR001631; IPR011010
Paracidovorax citrulli (strain AAC00-1),A1TM95,552136,552369,231,-,Response_reg; Trans_reg_C; InterPro=IPR036388; IPR001789; IPR001867; IPR039420; IPR011006
Paracidovorax citrulli (strain AAC00-1),A1TM96,552366,552893,526,-,HisKA; HAMP; HATPase_c; InterPro=IPR036890; IPR003661; IPR003660; IPR003594; IPR004358; IPR005467; IPR050428; IPR036097
Paracidovorax citrulli (strain AAC00-1),A1TM97,552940,553288,346,-,OpuAC; InterPro=IPR007210
Paracidovorax citrulli (strain AAC00-1),A1TM98,553298,553749,450,-,BPD_transp_1; InterPro=IPR035906; IPR000515
Paracidovorax citrulli (strain AAC00-1),A1TM99,553748,554172,422,-,ABC_tran; CBS; InterPro=IPR046342; IPR027417; IPR003439; IPR000644; IPR051921; IPR003593; IPR005892
Paracidovorax citrulli (strain AAC00-1),A1TMA0,554349,554553,202,-,UPF0114; InterPro=IPR020761; IPR005134
Paracidovorax citrulli (strain AAC00-1),A1TMA1,554642,555306,663,+,AMP-binding; AMP-binding_C; ACAS_N; InterPro=IPR045851; IPR042099; IPR011904; IPR000873; IPR025110; IPR032387
Paracidovorax citrulli (strain AAC00-1),A1TMA2,555355,555509,153,+,none
Paracidovorax citrulli (strain AAC00-1),A1TMA3,555544,555658,112,-,none; InterPro=IPR049973
Paracidovorax citrulli (strain AAC00-1),A1TMA4,555654,555799,144,-,none; InterPro=IPR047746
Paracidovorax citrulli (strain AAC00-1),A1TMA5,555889,555991,100,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Paracidovorax citrulli (strain AAC00-1),A1TMA6,556031,556112,79,+,none; InterPro=IPR031044
Paracidovorax citrulli (strain AAC00-1),A1TMA7,556157,556776,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paracidovorax citrulli (strain AAC00-1),A1TMA8,556813,556973,158,-,Ferritin; InterPro=IPR012347; IPR008331; IPR002024; IPR009040; IPR009078
Paracidovorax citrulli (strain AAC00-1),A1TMA9,557003,557657,652,+,Fic; InterPro=IPR036597; IPR032675; IPR053674; IPR003812; IPR050216
Paracidovorax citrulli (strain AAC00-1),A1TMB0,557702,557973,269,+,LGT; InterPro=IPR001640
Paracidovorax citrulli (strain AAC00-1),A1TMB1,558067,558290,221,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Paracidovorax citrulli (strain AAC00-1),A1TMB2,558289,558786,496,+,MCD; MCD_N; InterPro=IPR038351; IPR042303; IPR007956; IPR035372; IPR038917
Paracidovorax citrulli (strain AAC00-1),A1TJV0,558828,559145,315,-,DEDD_Tnp_IS110; Transposase_20; InterPro=IPR002525; IPR003346; IPR047650
Paracidovorax citrulli (strain AAC00-1),A1TMB4,559223,559560,336,+,TctC; InterPro=IPR042100; IPR005064
Paracidovorax citrulli (strain AAC00-1),A1TMB5,559658,559923,263,+,ECH_1; InterPro=IPR014748; IPR001753; IPR029045
Paracidovorax citrulli (strain AAC00-1),A1TMB6,559951,560491,538,+,AMP-binding; AMP-binding_C; InterPro=IPR045851; IPR042099; IPR000873; IPR025110
Paracidovorax citrulli (strain AAC00-1),A1TMB7,560529,560786,255,-,Fic; InterPro=IPR036597; IPR003812; IPR040198
Paracidovorax citrulli (strain AAC00-1),A1TMB8,560811,561176,363,-,rve; InterPro=IPR036397; IPR048020; IPR001584; IPR050900; IPR012337
Paracidovorax citrulli (strain AAC00-1),A1TK08,561175,561333,156,-,none; InterPro=IPR009057
Paracidovorax citrulli (strain AAC00-1),A1TMC0,561559,561707,147,-,Usp; InterPro=IPR014729; IPR006016; IPR006015
Paracidovorax citrulli (strain AAC00-1),A1TMC1,561792,562051,257,+,none; InterPro=IPR054555
Paracidovorax citrulli (strain AAC00-1),A1TMC2,562062,562893,829,+,E1-E2_ATPase; HMA; Hydrolase; InterPro=IPR023299; IPR023214; IPR006121; IPR036163; IPR036412; IPR008250; IPR023298; IPR001757; IPR027256
Paracidovorax citrulli (strain AAC00-1),A1TMC3,562893,562939,44,+,FixS; InterPro=IPR004714
Paracidovorax citrulli (strain AAC00-1),A1TMC4,562960,563440,478,+,COX1; InterPro=IPR036927; IPR000883; IPR023616; IPR004677
Paracidovorax citrulli (strain AAC00-1),A1TMC5,563446,563656,208,+,FixO; InterPro=IPR036909; IPR003468; IPR009056
Paracidovorax citrulli (strain AAC00-1),A1TMC6,563660,563720,58,+,FixQ; InterPro=IPR008621
Paracidovorax citrulli (strain AAC00-1),A1TMC7,563718,564029,310,+,Cytochrome_CBB3; FixP_N; InterPro=IPR036909; IPR038414; IPR009056; IPR032858; IPR004678; IPR008168; IPR050597
Paracoccus denitrificans (strain Pd 1222),A1B653,25440,25875,433,-,AAA_31; InterPro=IPR027417; IPR025669; IPR050678
Paracoccus denitrificans (strain Pd 1222),A1B654,26036,26261,223,+,none; InterPro=IPR036388; IPR038454
Paracoccus denitrificans (strain Pd 1222),A1B655,26292,26378,84,+,PepSY_2; InterPro=IPR025711
Paracoccus denitrificans (strain Pd 1222),A1B656,26423,26744,319,+,Radical_SAM; BATS; InterPro=IPR013785; IPR002684; IPR007197; IPR010722; IPR024177; IPR006638
Paracoccus denitrificans (strain Pd 1222),A1B657,26743,27114,370,+,Aminotran_1_2; InterPro=IPR015421; IPR015422; IPR004839; IPR050087; IPR015424
Paracoccus denitrificans (strain Pd 1222),A1B658,27113,27316,201,+,AAA_26; InterPro=IPR027417; IPR004472
Paracoccus denitrificans (strain Pd 1222),A1B659,27316,27744,426,+,Aminotran_3; InterPro=IPR015421; IPR015422; IPR005815; IPR005814; IPR015424
Paracoccus denitrificans (strain Pd 1222),A1B660,27743,27945,201,+,BioG; InterPro=IPR007398; IPR029058
Paracoccus denitrificans (strain Pd 1222),A1B661,27944,28192,246,+,Methyltransf_23; InterPro=IPR029063
Paracoccus denitrificans (strain Pd 1222),A1B662,28191,28413,220,-,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Paracoccus denitrificans (strain Pd 1222),A1B663,28427,28622,193,-,2_5_RNA_ligase2; InterPro=IPR009097
Paracoccus denitrificans (strain Pd 1222),A1B664,28639,28857,217,-,LUD_dom; InterPro=IPR024185; IPR003741; IPR037171
Paracoccus denitrificans (strain Pd 1222),A1B665,28856,29328,470,-,LUD_dom; LutB_C; Fer4_8; InterPro=IPR009051; IPR024185; IPR003741; IPR024569; IPR017896; IPR004452; IPR037171
Paracoccus denitrificans (strain Pd 1222),A1B666,29327,29584,255,-,CCG; InterPro=IPR004017
Paracoccus denitrificans (strain Pd 1222),A1B667,29587,30176,587,-,Lactate_perm; InterPro=IPR003804
Paracoccus denitrificans (strain Pd 1222),A1B668,30202,30771,568,-,FAD_binding_4; Lact-deh-memb; InterPro=IPR016173; IPR016167; IPR016169; IPR016172; IPR012256; IPR006094; IPR015409; IPR016166; IPR051264; IPR016164; IPR036318
Paracoccus denitrificans (strain Pd 1222),A1B669,30843,31101,256,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Paracoccus denitrificans (strain Pd 1222),A1B670,31122,31211,87,+,none
Paracoccus denitrificans (strain Pd 1222),A1B671,31254,31713,457,+,GntP_permease; InterPro=IPR003474
Paracoccus denitrificans (strain Pd 1222),A1B672,31716,31884,166,+,AAA_33; InterPro=IPR027417; IPR006001
Paracoccus denitrificans (strain Pd 1222),A1B673,31937,32549,611,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paracoccus denitrificans (strain Pd 1222),A1B674,32585,32801,214,-,none; InterPro=IPR043130
Paracoccus denitrificans (strain Pd 1222),A1B675,32800,33112,311,-,CTP_transf_1
Paracoccus denitrificans (strain Pd 1222),A1B676,33114,33324,209,-,Acyltransferase; InterPro=IPR002123
Paracoccus denitrificans (strain Pd 1222),A1B677,33464,34133,667,-,ABC_tran; FtsX; MacB_PCD; InterPro=IPR027417; IPR003439; IPR003838; IPR025857; IPR050250; IPR003593; IPR017911
Paracoccus denitrificans (strain Pd 1222),A1B678,34131,34575,443,-,HlyD_D23; InterPro=IPR030190; IPR032317; IPR006143
Paracoccus denitrificans (strain Pd 1222),A1B679,34682,34856,173,+,none
Paracoccus denitrificans (strain Pd 1222),A1B680,34895,35084,187,+,TetR_N; TetR_C_28; InterPro=IPR001647; IPR041479; IPR009057
Paracoccus denitrificans (strain Pd 1222),A1B681,35097,35494,396,+,CusB_dom_1; HlyD_D23; InterPro=IPR043602; IPR032317; IPR051160; IPR006143
Paracoccus denitrificans (strain Pd 1222),A1B682,35496,36538,1040,+,ACR_tran; InterPro=IPR027463; IPR001036; IPR000731; IPR004764
Paracoccus denitrificans (strain Pd 1222),A1B683,36572,37054,481,+,OEP; InterPro=IPR003423; IPR050737; IPR010131
Paracoccus denitrificans (strain Pd 1222),A1B684,37128,37727,598,+,ThiC_Rad_SAM; ThiC-associated; InterPro=IPR038521; IPR037509; IPR002817; IPR025747
Paracoccus denitrificans (strain Pd 1222),A1B685,37746,37998,250,-,ExoD; InterPro=IPR010331
Paracoccus denitrificans (strain Pd 1222),A1B686,38034,38340,305,-,PfkB; InterPro=IPR029056; IPR011611; IPR050306
Paracoccus denitrificans (strain Pd 1222),A1B687,38347,38783,434,-,none
Paracoccus denitrificans (strain Pd 1222),A1B688,38786,39163,375,-,Band_7_1; GYF_2; InterPro=IPR036013; IPR033880; IPR025640
Paracoccus denitrificans (strain Pd 1222),A1B689,39168,39390,220,-,none
Paracoccus denitrificans (strain Pd 1222),A1B690,39392,39736,342,-,DUF2927; InterPro=IPR021323
Paracoccus denitrificans (strain Pd 1222),A1B691,39735,40133,396,-,TelA; InterPro=IPR008863
Paracoccus denitrificans (strain Pd 1222),A1B692,40193,40344,149,-,none
Paracoccus denitrificans (strain Pd 1222),A1B693,40372,40722,348,-,DJ-1_PfpI; HTH_18; InterPro=IPR029062; IPR002818; IPR018060; IPR052158; IPR009057
Parafrankia sp. (strain EAN1pec),A8L7N9,2965868,2965984,114,-,none
Parafrankia sp. (strain EAN1pec),A8L7P0,2966038,2966609,569,-,none
Parafrankia sp. (strain EAN1pec),A8L7P1,2966727,2967619,891,+,none
Parafrankia sp. (strain EAN1pec),A8L7P2,2967639,2968447,806,+,none
Parafrankia sp. (strain EAN1pec),A8L7P3,2968459,2969001,541,+,none
Parafrankia sp. (strain EAN1pec),A8L7P4,2969213,2969543,328,-,none
Parafrankia sp. (strain EAN1pec),A8L7P5,2969552,2969791,238,-,none
Parafrankia sp. (strain EAN1pec),A8L8R4,2969790,2969867,75,-,none
Parafrankia sp. (strain EAN1pec),A8L8R5,2969970,2971066,1094,+,none
Parafrankia sp. (strain EAN1pec),A8L8R6,2971065,2971211,144,+,none
Parafrankia sp. (strain EAN1pec),A8L8R7,2971235,2971498,261,+,none
Parafrankia sp. (strain EAN1pec),A8L8R8,2971497,2971976,478,+,none
Parafrankia sp. (strain EAN1pec),A8L8R9,2971979,2972480,499,+,none
Parafrankia sp. (strain EAN1pec),A8L8S0,2972479,2973175,695,+,none
Parafrankia sp. (strain EAN1pec),A8L8S1,2973210,2973473,262,-,none
Parafrankia sp. (strain EAN1pec),A8L8S2,2973675,2974148,471,+,none
Parafrankia sp. (strain EAN1pec),A8L8S3,2974142,2974648,505,+,none
Parafrankia sp. (strain EAN1pec),A8L8S4,2974707,2974955,246,+,none
Parafrankia sp. (strain EAN1pec),A8L8S5,2974970,2975369,398,+,none
Parafrankia sp. (strain EAN1pec),A8L8S6,2975399,2975660,260,-,none
Parafrankia sp. (strain EAN1pec),A8L8S7,2975992,2976609,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Parafrankia sp. (strain EAN1pec),A8L8S8,2976730,2977196,465,-,none
Parafrankia sp. (strain EAN1pec),A8L8S9,2977207,2977330,122,-,none
Parafrankia sp. (strain EAN1pec),A8L8T0,2977371,2977823,451,-,none
Parafrankia sp. (strain EAN1pec),A8L8T1,2978141,2978289,147,-,Ribosomal_L9_N; Ribosomal_L9_C; InterPro=IPR036791; IPR036935; IPR020594; IPR020070; IPR020069; IPR000244; IPR009027
Parafrankia sp. (strain EAN1pec),A8L8T2,2978293,2978372,77,-,Ribosomal_S18; InterPro=IPR036870; IPR001648
Parafrankia sp. (strain EAN1pec),A8L8T3,2978393,2978587,192,-,none
Parafrankia sp. (strain EAN1pec),A8L8T4,2978608,2978717,107,-,none
Parafrankia sp. (strain EAN1pec),A8L8T5,2978881,2979286,403,-,none
Parafrankia sp. (strain EAN1pec),A8L8T6,2979285,2979934,647,-,none
Parafrankia sp. (strain EAN1pec),A8L8T7,2979963,2981209,1244,-,none
Parafrankia sp. (strain EAN1pec),A8L8T8,2981318,2981454,134,-,none
Parafrankia sp. (strain EAN1pec),A8L8T9,2981614,2981844,228,+,none
Parafrankia sp. (strain EAN1pec),A8L8U0,2981896,2982254,356,+,none
Parafrankia sp. (strain EAN1pec),A8L8U1,2982282,2982891,607,-,none
Parafrankia sp. (strain EAN1pec),A8L8U2,2982967,2983444,475,+,none
Parafrankia sp. (strain EAN1pec),A8L8U3,2983460,2983969,507,-,none
Parafrankia sp. (strain EAN1pec),A8L8U4,2984051,2984193,140,+,none
Parafrankia sp. (strain EAN1pec),A8L8U5,2984192,2985111,918,+,none
Parafrankia sp. (strain EAN1pec),A8L8U6,2985551,2986209,656,+,none
Parafrankia sp. (strain EAN1pec),A8L8U7,2986340,2987071,729,+,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A5,899081,899365,283,+,DUF815; InterPro=IPR027417; IPR008533
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A4,899377,900091,713,-,MCPsignal; Protoglobin; InterPro=IPR012292; IPR004089; IPR044398; IPR009050; IPR039379
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A3,900122,900485,362,-,LysM; Peptidase_M23; InterPro=IPR011055; IPR036779; IPR018392; IPR016047; IPR050570
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A2,900484,900699,213,-,PCMT; InterPro=IPR029063; IPR000682
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A1,900699,900960,259,-,SurE; InterPro=IPR036523; IPR030048; IPR002828
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W4A0,900960,901383,421,-,tRNA-synt_2b; Seryl_tRNA_N; InterPro=IPR042103; IPR045864; IPR002317; IPR002314; IPR015866; IPR006195; IPR010978; IPR033729
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W499,901388,901663,273,-,TatC; InterPro=IPR002033
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W498,901666,901782,114,-,none; InterPro=IPR018448
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W497,901902,902020,116,-,DUF454; InterPro=IPR007401
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W496,902030,902247,215,-,SMC_ScpB; InterPro=IPR036388; IPR005234; IPR036390
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W495,902264,902536,270,-,SMC_ScpA; InterPro=IPR003768
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W494,902535,902690,153,-,Peptidase_M50; InterPro=IPR008915; IPR052348; IPR044537
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W493,903102,903421,317,-,SPOR; InterPro=IPR036680; IPR007730
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W492,903427,904004,575,-,tRNA-synt_1d; Arg_tRNA_synt_N; DALR_1; InterPro=IPR036695; IPR014729; IPR001278; IPR035684; IPR005148; IPR008909; IPR009080
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W491,904416,904803,385,-,GGDEF; InterPro=IPR043128; IPR000160; IPR050469; IPR029787
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W490,904866,904984,116,+,Fe; S_biosyn; InterPro=IPR035903; IPR000361; IPR016092
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W489,905001,905081,78,+,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W488,905073,905514,439,+,Exo_endo_phos; InterPro=IPR036691; IPR005135; IPR004808; IPR037493
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W487,905560,905937,375,-,none; InterPro=IPR016084
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W486,905936,906218,281,-,Response_reg; Hemerythrin; InterPro=IPR035938; IPR001789; IPR012312; IPR050669; IPR011006; IPR012827
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W485,906223,906840,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W484,906853,906960,105,-,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W483,906967,907193,224,-,Hydrolase; InterPro=IPR023198; IPR023214; IPR006439; IPR051540; IPR036412; IPR006328
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W482,907192,907863,669,-,SLT; InterPro=IPR008258; IPR008939; IPR023346
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W481,907871,908104,231,-,ABC_tran; InterPro=IPR027417; IPR003439; IPR003593; IPR017911
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W480,908105,908482,376,-,FtsX; MacB_PCD; InterPro=IPR003838; IPR025857; IPR051125
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W479,908481,908882,399,-,HlyD_D23; InterPro=IPR032317; IPR006143
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W478,908914,909219,303,+,DHDPS; InterPro=IPR013785; IPR005263; IPR002220
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W477,909222,909376,152,+,SmpB; InterPro=IPR023620; IPR000037
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W476,909389,909602,212,+,Oxidored_molyb; InterPro=IPR036374; IPR000572; IPR008335
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W475,909605,910452,846,-,HisKA; HATPase_c; InterPro=IPR036890; IPR003661; IPR003594; IPR004358; IPR005467; IPR036097
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W474,910539,910709,169,+,PgpA; InterPro=IPR007686; IPR026037; IPR036681
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W473,910710,910874,162,+,CinA; InterPro=IPR036653; IPR008136
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W472,910855,910965,109,-,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W471,910994,911555,560,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W470,911591,911811,218,+,cNMP_binding; InterPro=IPR014710; IPR000595; IPR050397; IPR018490
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W469,911868,911954,85,-,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W468,911956,912082,124,-,Cyclophil_like; InterPro=IPR025658; IPR029000
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W467,912116,912514,396,-,Acetate_kinase; InterPro=IPR004372; IPR000890; IPR043129
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W466,912512,912546,33,-,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W465,912546,913016,468,-,PTA_PTB; MaoC_dehydratas; InterPro=IPR002505; IPR002539; IPR050500; IPR029069
Parasynechococcus marenigrum (strain WH8102),Q7U783,365381,365718,335,+,Phage_capsid; InterPro=IPR054612; IPR024455
Parasynechococcus marenigrum (strain WH8102),Q7U782,365901,366087,184,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U781,366157,366245,87,-,DUF3303; InterPro=IPR021734
Parasynechococcus marenigrum (strain WH8102),Q7U780,366281,366418,135,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U779,366417,366585,167,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U778,366597,367229,631,-,Resolvase; Recombinase; InterPro=IPR036162; IPR038109; IPR006119; IPR011109; IPR050639
Parasynechococcus marenigrum (strain WH8102),Q7U777,367285,367886,599,+,GTP_EFTU; EFG_C; GTP_EFTU_D2; BipA_C; InterPro=IPR042116; IPR027417; IPR006298; IPR000795; IPR000640; IPR004161; IPR048876; IPR009000; IPR035647; IPR005225; IPR047041; IPR047042; IPR035651; IPR047043
Parasynechococcus marenigrum (strain WH8102),Q7U776,367886,368004,117,+,DUF309; InterPro=IPR005500; IPR023203
Parasynechococcus marenigrum (strain WH8102),Q7U775,368008,368159,149,+,none; InterPro=IPR052037
Parasynechococcus marenigrum (strain WH8102),Q7U774,368158,368400,241,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR051120; IPR003593; IPR030921
Parasynechococcus marenigrum (strain WH8102),Q7U773,368399,368785,384,+,LptF_LptG; InterPro=IPR005495
Parasynechococcus marenigrum (strain WH8102),Q7U772,368798,369104,304,+,Cytochrom_C_asm; InterPro=IPR017562; IPR002541; IPR045062
Parasynechococcus marenigrum (strain WH8102),Q7U771,369177,369436,257,-,Ribul_P_3_epim; InterPro=IPR013785; IPR026019; IPR000056; IPR011060
Parasynechococcus marenigrum (strain WH8102),Q7U770,369456,369790,333,+,FBPase_glpX; InterPro=IPR004464
Parasynechococcus marenigrum (strain WH8102),Q7U769,369801,370234,431,+,GlutR_dimer; Shikimate_DH; GlutR_N; InterPro=IPR036343; IPR000343; IPR015896; IPR006151; IPR015895; IPR036291; IPR036453
Parasynechococcus marenigrum (strain WH8102),Q7U768,370274,370705,430,+,NTP_transferase; InterPro=IPR029044; IPR005835; IPR011831; IPR011004
Parasynechococcus marenigrum (strain WH8102),Q7U767,370738,371211,471,+,6PGD; NAD_binding_2; InterPro=IPR013328; IPR006114; IPR006115; IPR006113; IPR006183; IPR008927; IPR036291
Parasynechococcus marenigrum (strain WH8102),Q7U766,371215,371453,236,+,Glucosamine_iso; InterPro=IPR006148; IPR039104; IPR037171; IPR005900
Parasynechococcus marenigrum (strain WH8102),Q7U765,371446,371633,185,+,CIA30; InterPro=IPR013857; IPR039131; IPR008979
Parasynechococcus marenigrum (strain WH8102),Q7U764,371635,371756,120,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U763,371757,372315,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Parasynechococcus marenigrum (strain WH8102),Q7U762,372331,372423,91,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U761,372432,372637,204,-,UPRTase; InterPro=IPR029057
Parasynechococcus marenigrum (strain WH8102),Q7U760,372635,372826,189,+,Pentapeptide; InterPro=IPR044213
Parasynechococcus marenigrum (strain WH8102),Q7U759,372828,373206,377,+,cobW; CobW_C; InterPro=IPR036627; IPR027417; IPR003495; IPR011629; IPR051316; IPR012824
Parasynechococcus marenigrum (strain WH8102),Q7U758,373186,373467,279,-,EamA; InterPro=IPR000620
Parasynechococcus marenigrum (strain WH8102),Q7U757,373467,373779,310,-,adh_short; InterPro=IPR002347; IPR005979; IPR036291
Parasynechococcus marenigrum (strain WH8102),Q7U756,373777,374047,269,-,SdiA; regulated; InterPro=IPR015943; IPR009722; IPR051200
Parasynechococcus marenigrum (strain WH8102),Q7U755,374072,374262,188,+,Lysine_decarbox; InterPro=IPR031100; IPR005269
Parasynechococcus marenigrum (strain WH8102),Q7U754,374262,374494,230,+,adh_short; InterPro=IPR002347; IPR036291
Parasynechococcus marenigrum (strain WH8102),Q7U753,374494,374612,117,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U752,374604,374772,166,+,none; InterPro=IPR036265; IPR011146
Parasynechococcus marenigrum (strain WH8102),Q7U751,374776,374916,138,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U750,374917,374996,77,-,none; InterPro=IPR010985
Parasynechococcus marenigrum (strain WH8102),Q7U749,375158,375264,104,-,DUF3303; InterPro=IPR021734
Parasynechococcus marenigrum (strain WH8102),Q7U748,375811,375894,81,+,DUF3104; InterPro=IPR021453
Parasynechococcus marenigrum (strain WH8102),Q7U747,375991,376121,129,+,DUF4278; InterPro=IPR025458
Parasynechococcus marenigrum (strain WH8102),Q7U746,377106,377172,64,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U745,377709,377773,63,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U744,377935,378047,111,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U743,378054,378192,137,-,none
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXG4,1062148,1062481,331,-,PALP; InterPro=IPR036052; IPR001926; IPR050214
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXG5,1062520,1062725,203,-,NUDIX; InterPro=IPR000086; IPR015797; IPR004385
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXG6,1062739,1063161,420,-,CMAS; InterPro=IPR029063; IPR003333; IPR050723
