Genome,ID,Start,Stop,Size (nt),Strand,Function
Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q7A2I5,1123607,1123797,188,+,HTH_23; HTH_33; InterPro=IPR025959; IPR009057
Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q7A2I4,1123807,1123977,169,+,DDE_3; InterPro=IPR036397; IPR047655; IPR038717
Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q8YTE4,1124079,1124328,248,+,none
Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q8YTE3,1124322,1124708,385,-,DAO; InterPro=IPR036188; IPR006076
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7F4,625265,625857,591,-,SLT; InterPro=IPR008258; IPR008939; IPR023346
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7F3,625857,626116,257,-,UDG; InterPro=IPR036895; IPR005122
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7F2,626151,626701,548,+,ETF_QO; NAD_binding_8; ETFQO_UQ-bd; InterPro=IPR036188; IPR007859; IPR049398; IPR040156
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7F1,626706,626992,284,+,GHMP_kinases_N; GHMP_kinases_C; InterPro=IPR014721; IPR036554; IPR004424; IPR006204; IPR013750; IPR020568
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7F0,626991,627232,239,+,FGase; InterPro=IPR007709; IPR011227
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E9,627272,627888,614,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E8,627889,628006,116,+,none
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E7,628001,628470,467,+,Carb_kinase; YjeF_N; InterPro=IPR029056; IPR036652; IPR000631; IPR004443; IPR030677
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E6,628470,628871,400,+,tRNA_U5; meth_tr; InterPro=IPR029063; IPR010280
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E5,628873,629016,141,-,MAPEG; InterPro=IPR023352; IPR001129
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG56034 / CIP 105152 / NBRC 16084 / F199),Q2G7E4,629027,629172,143,-,MAPEG; InterPro=IPR023352; IPR001129
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN68,894025,894392,365,-,Iso_dh; InterPro=IPR004429; IPR024084
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN67,894398,894913,514,-,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR005671; IPR000891; IPR013709; IPR054691; IPR050073
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN66,894909,895254,343,-,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN65,895272,895447,173,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN64,895446,896019,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN63,896357,896918,560,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN62,896992,897377,384,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN61,897379,897907,527,+,2-Hacid_dh; ACT; 2-Hacid_dh_C; PGDH_inter; InterPro=IPR029009; IPR006139; IPR002912; IPR006140; IPR045626; IPR050857; IPR036291; IPR045865; IPR006236
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN60,897979,898243,262,-,Hydrolase; InterPro=IPR023214; IPR044266; IPR051400; IPR036412; IPR006439
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN59,898292,898657,363,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR005786; IPR036038; IPR033939
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC3954 / HTE831),Q8EN58,898678,899145,465,-,Sigma54_activat; HTH_8; InterPro=IPR027417; IPR002078; IPR002197; IPR003593; IPR009057; IPR035965
Odoribacter sp. CAG:788,R5P029,74408,75192,783,+,FtsX; MacB_PCD; InterPro=IPR003838; IPR025857; IPR050250
Odoribacter sp. CAG:788,R5PCN6,75436,75517,79,+,none
Odoribacter sp. CAG:788,R5PFF3,75516,76101,584,-,GcpE; InterPro=IPR011005; IPR045854; IPR004588; IPR017178
Odoribacter sp. CAG:788,R5NV00,76143,76778,634,-,AMP; binding; InterPro=IPR042099; IPR000873
Odoribacter sp. CAG:788,R5P030,76800,76845,43,-,none
Odoribacter sp. CAG:788,R5NU09,77053,77648,593,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Odoribacter sp. CAG:788,R5PCP1,77652,78231,577,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Odoribacter sp. CAG:788,R5PFF7,78237,78410,171,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Odoribacter sp. CAG:788,R5NV03,78500,78849,347,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Odoribacter sp. CAG:788,R5PCP4,79411,79877,465,+,Aconitase; InterPro=IPR015931; IPR004430; IPR001030; IPR050067; IPR036008; IPR033941
Odoribacter sp. CAG:788,R5NV07,79893,80089,195,+,Aconitase_C; InterPro=IPR015928; IPR004431; IPR000573; IPR050075; IPR033940
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317I5,33911,34503,591,-,HisKA; HATPase_c; PAS_4; sCache_3_2; InterPro=IPR036890; IPR003661; IPR003594; IPR013656; IPR033463; IPR004358; IPR005467; IPR000014; IPR029151; IPR036097; IPR035965
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317I4,34582,34755,171,+,Metal_resist; InterPro=IPR025961
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317I2,34842,35588,744,+,Ribonuc_red_lgN; Ribonuc_red_lgC; InterPro=IPR013509; IPR000788; IPR050862; IPR008926; IPR013344
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317I1,35610,35846,234,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR015854; IPR003593; IPR005286; IPR017911
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317I0,35844,36137,291,+,FtsX; InterPro=IPR003838; IPR004513
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H9,36171,36727,554,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H6,36870,37179,308,+,PBP_like; HTH_17; InterPro=IPR024370; IPR041657; IPR010093
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H5,37207,37540,331,-,PseudoU_synth_2; S4; InterPro=IPR036986; IPR006145; IPR002942; IPR050188; IPR020103
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H4,37572,38131,557,-,FG; GAP_3; InterPro=IPR028994
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H3,38175,38605,428,+,Methyltr_RsmB; F; InterPro=IPR029063; IPR049560; IPR023267; IPR001678
Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Q317H2,38605,38863,256,-,Inositol_P; InterPro=IPR006240; IPR000760; IPR050725
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDN5,815186,815299,112,+,ParE_toxin; InterPro=IPR035093; IPR007712
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDN6,815325,815673,346,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDN7,815690,815931,240,-,Acyl-ACP_TE; Acyl-ACP_TE_C; InterPro=IPR002864; IPR049427; IPR045023; IPR029069
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDN8,815934,816118,183,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDN9,816124,816691,566,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP0,816703,817314,610,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP1,817726,817887,159,+,Sigma70_r2; Sigma70_r4_2; InterPro=IPR036388; IPR007627; IPR013249; IPR039425; IPR013324; IPR013325; IPR014284
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP2,817911,818255,342,+,FecR; FecR_C; InterPro=IPR006860; IPR032508; IPR012373
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP3,818302,819468,1165,+,TonB_dep_Rec_b-barrel; STN; Plug; CarbopepD_reg_2; InterPro=IPR037066; IPR036942; IPR000531; IPR011662; IPR012910; IPR039426; IPR008969; IPR023996
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP4,819473,820083,608,+,SusD_RagB; SusD-like_3; InterPro=IPR012944; IPR033985; IPR011990
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM5825 / NCTC 11152),A6LDP5,820122,820650,526,+,Phosphodiest; SGSH_C; InterPro=IPR017850; IPR002591; IPR032506
Paracidovorax citrulli (strain AAC00-1),A1TMA2,555355,555509,153,+,none
Paracidovorax citrulli (strain AAC00-1),A1TMA3,555544,555658,112,-,none; InterPro=IPR049973
Paracidovorax citrulli (strain AAC00-1),A1TMA4,555654,555799,144,-,none; InterPro=IPR047746
Paracidovorax citrulli (strain AAC00-1),A1TMA5,555889,555991,100,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Paracidovorax citrulli (strain AAC00-1),A1TMA6,556031,556112,79,+,none; InterPro=IPR031044
Paracidovorax citrulli (strain AAC00-1),A1TMA7,556157,556776,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paracidovorax citrulli (strain AAC00-1),A1TMA8,556813,556973,158,-,Ferritin; InterPro=IPR012347; IPR008331; IPR002024; IPR009040; IPR009078
Paracidovorax citrulli (strain AAC00-1),A1TMA9,557003,557657,652,+,Fic; InterPro=IPR036597; IPR032675; IPR053674; IPR003812; IPR050216
Paracidovorax citrulli (strain AAC00-1),A1TMB0,557702,557973,269,+,LGT; InterPro=IPR001640
Paracidovorax citrulli (strain AAC00-1),A1TMB1,558067,558290,221,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Paracidovorax citrulli (strain AAC00-1),A1TMB2,558289,558786,496,+,MCD; MCD_N; InterPro=IPR038351; IPR042303; IPR007956; IPR035372; IPR038917
Paracoccus denitrificans (strain Pd 1222),A1B668,30202,30771,568,-,FAD_binding_4; Lact-deh-memb; InterPro=IPR016173; IPR016167; IPR016169; IPR016172; IPR012256; IPR006094; IPR015409; IPR016166; IPR051264; IPR016164; IPR036318
Paracoccus denitrificans (strain Pd 1222),A1B669,30843,31101,256,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Paracoccus denitrificans (strain Pd 1222),A1B670,31122,31211,87,+,none
Paracoccus denitrificans (strain Pd 1222),A1B671,31254,31713,457,+,GntP_permease; InterPro=IPR003474
Paracoccus denitrificans (strain Pd 1222),A1B672,31716,31884,166,+,AAA_33; InterPro=IPR027417; IPR006001
Paracoccus denitrificans (strain Pd 1222),A1B673,31937,32549,611,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paracoccus denitrificans (strain Pd 1222),A1B674,32585,32801,214,-,none; InterPro=IPR043130
Paracoccus denitrificans (strain Pd 1222),A1B675,32800,33112,311,-,CTP_transf_1
Paracoccus denitrificans (strain Pd 1222),A1B676,33114,33324,209,-,Acyltransferase; InterPro=IPR002123
Paracoccus denitrificans (strain Pd 1222),A1B677,33464,34133,667,-,ABC_tran; FtsX; MacB_PCD; InterPro=IPR027417; IPR003439; IPR003838; IPR025857; IPR050250; IPR003593; IPR017911
Paracoccus denitrificans (strain Pd 1222),A1B678,34131,34575,443,-,HlyD_D23; InterPro=IPR030190; IPR032317; IPR006143
Parafrankia sp. (strain EAN1pec),A8L8S2,2973675,2974148,471,+,none
Parafrankia sp. (strain EAN1pec),A8L8S3,2974142,2974648,505,+,none
Parafrankia sp. (strain EAN1pec),A8L8S4,2974707,2974955,246,+,none
Parafrankia sp. (strain EAN1pec),A8L8S5,2974970,2975369,398,+,none
Parafrankia sp. (strain EAN1pec),A8L8S6,2975399,2975660,260,-,none
Parafrankia sp. (strain EAN1pec),A8L8S7,2975992,2976609,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Parafrankia sp. (strain EAN1pec),A8L8S8,2976730,2977196,465,-,none
Parafrankia sp. (strain EAN1pec),A8L8S9,2977207,2977330,122,-,none
Parafrankia sp. (strain EAN1pec),A8L8T0,2977371,2977823,451,-,none
Parafrankia sp. (strain EAN1pec),A8L8T1,2978141,2978289,147,-,Ribosomal_L9_N; Ribosomal_L9_C; InterPro=IPR036791; IPR036935; IPR020594; IPR020070; IPR020069; IPR000244; IPR009027
Parafrankia sp. (strain EAN1pec),A8L8T2,2978293,2978372,77,-,Ribosomal_S18; InterPro=IPR036870; IPR001648
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W490,904866,904984,116,+,Fe; S_biosyn; InterPro=IPR035903; IPR000361; IPR016092
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W489,905001,905081,78,+,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W488,905073,905514,439,+,Exo_endo_phos; InterPro=IPR036691; IPR005135; IPR004808; IPR037493
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W487,905560,905937,375,-,none; InterPro=IPR016084
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W486,905936,906218,281,-,Response_reg; Hemerythrin; InterPro=IPR035938; IPR001789; IPR012312; IPR050669; IPR011006; IPR012827
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W485,906223,906840,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W484,906853,906960,105,-,none
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W483,906967,907193,224,-,Hydrolase; InterPro=IPR023198; IPR023214; IPR006439; IPR051540; IPR036412; IPR006328
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W482,907192,907863,669,-,SLT; InterPro=IPR008258; IPR008939; IPR023346
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W481,907871,908104,231,-,ABC_tran; InterPro=IPR027417; IPR003439; IPR003593; IPR017911
Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1),Q2W480,908105,908482,376,-,FtsX; MacB_PCD; InterPro=IPR003838; IPR025857; IPR051125
Parasynechococcus marenigrum (strain WH8102),Q7U768,370274,370705,430,+,NTP_transferase; InterPro=IPR029044; IPR005835; IPR011831; IPR011004
Parasynechococcus marenigrum (strain WH8102),Q7U767,370738,371211,471,+,6PGD; NAD_binding_2; InterPro=IPR013328; IPR006114; IPR006115; IPR006113; IPR006183; IPR008927; IPR036291
Parasynechococcus marenigrum (strain WH8102),Q7U766,371215,371453,236,+,Glucosamine_iso; InterPro=IPR006148; IPR039104; IPR037171; IPR005900
Parasynechococcus marenigrum (strain WH8102),Q7U765,371446,371633,185,+,CIA30; InterPro=IPR013857; IPR039131; IPR008979
Parasynechococcus marenigrum (strain WH8102),Q7U764,371635,371756,120,+,none
Parasynechococcus marenigrum (strain WH8102),Q7U763,371757,372315,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Parasynechococcus marenigrum (strain WH8102),Q7U762,372331,372423,91,-,none
Parasynechococcus marenigrum (strain WH8102),Q7U761,372432,372637,204,-,UPRTase; InterPro=IPR029057
Parasynechococcus marenigrum (strain WH8102),Q7U760,372635,372826,189,+,Pentapeptide; InterPro=IPR044213
Parasynechococcus marenigrum (strain WH8102),Q7U759,372828,373206,377,+,cobW; CobW_C; InterPro=IPR036627; IPR027417; IPR003495; IPR011629; IPR051316; IPR012824
Parasynechococcus marenigrum (strain WH8102),Q7U758,373186,373467,279,-,EamA; InterPro=IPR000620
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXH9,1068809,1069029,218,+,DUF2497; InterPro=IPR019632
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI0,1069065,1069974,908,+,tRNA-synt_1; Anticodon_1; Val_tRNA-synt_C; InterPro=IPR037118; IPR014729; IPR009008; IPR002303; IPR002300; IPR013155; IPR019499; IPR010978; IPR009080; IPR033705
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI1,1070032,1070111,78,-,none
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI2,1070161,1070282,119,-,DUF2852; InterPro=IPR021273
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI3,1070338,1070700,360,-,ADH_zinc_N; ADH_N; InterPro=IPR013149; IPR013154; IPR020843; IPR011032; IPR036291
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI4,1070773,1071350,575,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI5,1071409,1071688,277,+,Sel1; InterPro=IPR011990; IPR050767
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI6,1071714,1071842,126,-,EthD; InterPro=IPR009799; IPR011008
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI7,1071898,1072414,514,+,MlrC_C; DUF1485; InterPro=IPR010799; IPR015995; IPR009197
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI8,1072415,1072563,147,-,ABM; InterPro=IPR007138; IPR050744; IPR011008
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),A7HXI9,1072598,1072898,299,+,AraC_N; HTH_18; InterPro=IPR009594; IPR018060; IPR009057
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN1,408017,408412,393,-,HMGL-like; HCS_D2; InterPro=IPR013785; IPR000891; IPR054691; IPR050073
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN2,408453,408882,427,-,PALP; InterPro=IPR036052; IPR001926; IPR002912; IPR050147; IPR045865; IPR005789; IPR044561
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN3,408877,408981,103,-,ACT_5; InterPro=IPR045865
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN4,408982,409549,566,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN5,409556,409896,339,-,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN6,409899,410452,552,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN7,410606,410759,151,+,none; InterPro=IPR001789; IPR011006
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN8,410795,410999,203,+,DNA_pol_A_exo1; InterPro=IPR036397; IPR002562; IPR051086; IPR012337
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THN9,411032,411272,238,+,LptC; InterPro=IPR010664; IPR026265
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THP0,411286,411446,158,+,LptD_N; InterPro=IPR005653; IPR052037
Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087),E0THP1,411446,411708,260,+,ABC_tran; BCA_ABC_TP_C; InterPro=IPR027417; IPR003439; IPR032823; IPR051120; IPR003593; IPR030921
Pasteurella multocida (strain Pm70),Q9CKJ5,609469,609694,223,+,HAD_2; InterPro=IPR023198; IPR023214; IPR037512; IPR041492; IPR006439; IPR050155; IPR036412
Pasteurella multocida (strain Pm70),P57956,609697,610031,332,+,tRNA; synt_1b; InterPro=IPR014729; IPR024109; IPR002305; IPR002306; IPR050203
Pasteurella multocida (strain Pm70),Q9CKJ4,610084,610933,847,+,TonB_dep_Rec_b-barrel; Plug; InterPro=IPR037066; IPR036942; IPR000531; IPR012910; IPR039426
Pasteurella multocida (strain Pm70),Q9CKJ3,611003,611214,210,+,none
Pasteurella multocida (strain Pm70),Q9CKJ2,611237,611751,512,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Pasteurella multocida (strain Pm70),P57957,611787,612399,610,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Pasteurella multocida (strain Pm70),Q9CKJ1,612486,612716,229,-,Asp_Glu_race; InterPro=IPR001920; IPR015942; IPR004380
Pasteurella multocida (strain Pm70),Q9CKJ0,612723,612799,75,-,ACT_5; InterPro=IPR045865
Pasteurella multocida (strain Pm70),Q9CKI9,612812,613362,548,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Pasteurella multocida (strain Pm70),Q9CKI8,613482,613754,271,+,Hydrolase_3; InterPro=IPR023214; IPR036412; IPR000150; IPR006379
Pasteurella multocida (strain Pm70),Q9CKI7,613760,613894,133,+,CRCB; InterPro=IPR003691
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZD1,1574127,1574619,491,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZD0,1574675,1574972,295,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC9,1574971,1575238,265,+,LprI; InterPro=IPR009739; IPR052755
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC8,1575244,1575492,246,-,DUF2461; InterPro=IPR012808; IPR015996
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q3V7N0,1575523,1576040,515,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC7,1576040,1576656,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC6,1576681,1576990,307,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC5,1576998,1577085,85,-,ACT_5; InterPro=IPR045865
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC4,1577111,1577659,547,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC3,1577871,1578380,507,+,Mg_chelatase; Mg_chelatase_C; ChlI; InterPro=IPR014721; IPR027417; IPR000523; IPR025158; IPR001208; IPR045006; IPR003593; IPR020568; IPR004482
Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Q6CZC2,1578399,1578512,111,-,DUF413; InterPro=IPR007335
Pectobacterium carotovorum subsp. carotovorum (strain PC1),C6DHG6,1515070,1515318,246,-,DUF2461; InterPro=IPR012808; IPR015996
Pectobacterium carotovorum subsp. carotovorum (strain PC1),C6DHG7,1515352,1515499,145,-,none
