Genome,ID,Start,Stop,Size (nt),Strand,Function
Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529/ CIP 8149 / NCTC 11857 / SLCC 5334 / V8),A0AK89,676782,677355,572,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529/ CIP 8149 / NCTC 11857 / SLCC 5334 / V8),A0AK90,677356,677519,162,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Macrococcus caseolyticus (strain JCSC5402),B9EBF4,313703,314034,329,-,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Macrococcus caseolyticus (strain JCSC5402),B9EBF5,314115,314670,554,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Macrococcus caseolyticus (strain JCSC5402),B9EBF6,314674,315237,561,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Macrococcus caseolyticus (strain JCSC5402),B9EBF7,315354,315469,113,+,RBFA; InterPro=IPR015946; IPR000238; IPR023799
Macrococcus caseolyticus (strain JCSC5402),B9EBF8,315488,315787,297,+,TruB_N; TruB_C_2; InterPro=IPR014780; IPR002501; IPR032819; IPR020103
Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),A0L8Q1,759830,759968,136,+,none; InterPro=IPR036641
Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),A0L8Q2,760034,760792,757,+,Acylphosphatase; Sua5_yciO_yrdC; zf-HYPF; HypF_C; HypF_C_2; InterPro=IPR001792; IPR006070; IPR011125; IPR041440; IPR055128; IPR004421; IPR051060; IPR036046; IPR017945
Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),A0L8Q3,760857,761478,620,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),A0L8Q4,761530,761736,205,+,Sua5_yciO_yrdC; InterPro=IPR006070; IPR052532; IPR017945
Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),A0L8Q5,761827,762090,261,+,Ribosomal_S2; InterPro=IPR005706; IPR001865; IPR023591
Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),Q65QD6,717947,717995,47,+,none
Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),Q65QD5,718006,718518,511,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),Q65QD4,718547,719162,614,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),Q65QD3,719167,719223,54,+,none
Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),Q65QD2,719250,719426,175,-,Pyrophosphatase; InterPro=IPR036649; IPR008162
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 /VKM B-1763),C6BUM5,1407650,1407880,228,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR015854; IPR003593; IPR005286; IPR017911
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 /VKM B-1763),C6BUM6,1407878,1408171,292,+,FtsX; FtsX_ECD; InterPro=IPR003838; IPR040690; IPR004513
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 /VKM B-1763),C6BUM7,1408271,1408827,554,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 /VKM B-1763),C6BUM8,1408856,1409175,317,-,Epimerase; InterPro=IPR001509; IPR044516; IPR036291
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 /VKM B-1763),C6BUM9,1409250,1409618,366,+,DUF362; Fer4_9; InterPro=IPR007160; IPR017896; IPR050157
Marinomonas sp. (strain MWYL1),A6W1Q7,1404554,1404662,106,+,Fer4; DUF3470; InterPro=IPR054829; IPR017896; IPR022569; IPR000813; IPR050294
Marinomonas sp. (strain MWYL1),A6W1Q8,1404850,1405256,405,-,EAL; HDOD; InterPro=IPR035919; IPR001633; IPR013976; IPR014408; IPR052340
Marinomonas sp. (strain MWYL1),A6W1Q9,1405311,1405925,613,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Marinomonas sp. (strain MWYL1),A6W1R0,1405957,1406238,279,+,RsmJ; InterPro=IPR029063; IPR007473
Marinomonas sp. (strain MWYL1),A6W1R1,1406246,1406653,406,+,GGDEF; PAS_3; InterPro=IPR043128; IPR000160; IPR013655; IPR000700; IPR052155; IPR029787; IPR035965; IPR000014
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98C00,1425928,1426122,192,-,AHSA1; InterPro=IPR023393; IPR013538
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BZ9,1426129,1426243,113,-,HTH_5; InterPro=IPR036388; IPR001845; IPR036390; IPR011991
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BZ8,1426309,1426924,613,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BZ7,1426939,1427556,616,-,ABC_tran; ABC_membrane; InterPro=IPR036640; IPR027417; IPR003439; IPR011527; IPR039421; IPR003593
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BZ6,1427574,1428001,425,+,Amidohydro_3; InterPro=IPR011059; IPR013108; IPR052349; IPR032466
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BW3,1439107,1439497,388,+,FeS_assembly_P; ParA; InterPro=IPR034904; IPR027417; IPR019591; IPR002744; IPR033756; IPR044304
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BW2,1439502,1439652,148,-,COXG; InterPro=IPR023393; IPR010419
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BW1,1439702,1440303,600,+,ILVD_EDD; InterPro=IPR042096; IPR000581; IPR052352; IPR037237
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BW0,1440367,1440643,274,+,Rhodanese; ChrB_C; InterPro=IPR036873; IPR001763; IPR018634; IPR023695
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98BV9,1440642,1441106,462,+,Chromate_transp; InterPro=IPR003370; IPR014047
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98LB5,306359,306465,104,+,none
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98LB4,306482,306759,275,-,Sel1; InterPro=IPR011990; IPR050767
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98LB3,306754,307341,585,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98LB2,307426,307862,434,-,Toluene_X; InterPro=IPR005017
Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),Q98LB1,307973,308900,926,-,tRNA-synt_1; Anticodon_1; Val_tRNA-synt_C; InterPro=IPR037118; IPR014729; IPR009008; IPR002303; IPR002300; IPR013155; IPR019499; IPR010978; IPR009080; IPR033705
Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 /KT),Q1H4H8,113016,113791,773,-,Molybdopterin; Molydop_binding; InterPro=IPR006656; IPR006657; IPR050123; IPR009010; IPR010046; IPR041953; IPR037951
Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 /KT),Q1H4H7,113888,114150,260,-,LGT; InterPro=IPR001640
Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 /KT),Q1H4H6,114170,114787,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 /KT),Q1H4H5,114803,115107,302,+,Aldose_epim; InterPro=IPR014718; IPR008183; IPR025532; IPR011013
Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 /KT),Q1H4H4,115136,115245,107,+,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB13906 / BL2),B8EQC6,1181533,1181916,381,-,SLAC1; InterPro=IPR038665; IPR004695; IPR051629
Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB13906 / BL2),B8EQC7,1181959,1182266,305,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390
Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB13906 / BL2),B8EQC8,1182286,1182903,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB13906 / BL2),B8EQC9,1182911,1183073,161,+,Acetyltransf_1; InterPro=IPR000182; IPR050832; IPR016181
Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB13906 / BL2),B8EQD0,1183130,1183231,99,+,none
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Q606D8,746384,746683,297,+,OTCace; OTCace_N; InterPro=IPR036901; IPR024904; IPR006131; IPR006132; IPR006130; IPR002292
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Q606D7,746722,746910,186,+,none; InterPro=IPR016476
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Q606D6,746926,747488,561,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Q606D5,747495,747883,387,+,Peptidase_M20; M20_dimer; InterPro=IPR002933; IPR011650; IPR050072; IPR036264; IPR010169
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Q606D4,747889,748338,447,+,Acetyltransf_1; AA_kinase; InterPro=IPR036393; IPR010167; IPR000182; IPR001048; IPR016181; IPR033719
Microcystis aeruginosa (strain NIES-843 / IAM M-2473),B0JIH0,871085,871473,386,-,none; InterPro=IPR029058
Microcystis aeruginosa (strain NIES-843 / IAM M-2473),B0JJP6,871520,871829,307,+,HemolysinCabind; Peptidase_M10_C; InterPro=IPR011049; IPR013858; IPR050557
Microcystis aeruginosa (strain NIES-843 / IAM M-2473),B0JJP7,871929,872491,560,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Microcystis aeruginosa (strain NIES-843 / IAM M-2473),B0JJP8,872662,872883,219,+,TPR_1; TPR_12; TPR_16; InterPro=IPR011990; IPR051685
Microcystis aeruginosa (strain NIES-843 / IAM M-2473),B0JJP9,872964,873109,143,+,Ferritin; InterPro=IPR012347; IPR008331; IPR009040; IPR009078
Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Q2RG95,787501,787673,171,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Q2RG94,787672,788242,568,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Q2RG93,788249,788802,551,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Q2RG92,788808,789101,291,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Q2RG91,789260,789335,73,+,none
Mycobacterium avium (strain 104),A0A0H3A4M9,1712124,1712535,410,-,MFS_1; InterPro=IPR036259; IPR011701; IPR020846; IPR050189
Mycobacterium avium (strain 104),A0A0H3A352,1712576,1712673,95,-,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycobacterium avium (strain 104),A0QMH2,1712714,1713290,574,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycobacterium avium (strain 104),A0A0H2ZY49,1713559,1713887,326,+,NMO; InterPro=IPR013785; IPR004136
Mycobacterium avium (strain 104),A0A0H2ZTD3,1713888,1714106,216,-,Methyltransf_3; InterPro=IPR029063; IPR002935
Mycobacterium leprae (strain TN),Q9CD02,1036149,1036398,248,+,DUF2786; InterPro=IPR024498
Mycobacterium leprae (strain TN),Q7APT5,1036397,1036566,167,+,none; InterPro=IPR027595
Mycobacterium leprae (strain TN),O06069,1037675,1038239,563,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycobacterium leprae (strain TN),Q7APT4,1038261,1038396,134,+,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycobacterium leprae (strain TN),Q7APT3,1039588,1040256,666,-,Peptidase_M13; Peptidase_M13_N; InterPro=IPR042089; IPR024079; IPR018497; IPR008753; IPR000718
Mycobacterium sp. (strain JLS),A0A5Q5C9Y9,48015,48237,220,+,Methyltransf_3; InterPro=IPR029063; IPR002935; IPR050362
Mycobacterium sp. (strain JLS),A0A5Q5CA11,48246,48382,134,+,Polyketide_cyc2; InterPro=IPR023393; IPR019587
Mycobacterium sp. (strain JLS),A3PSS2,48381,48961,579,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycobacterium sp. (strain JLS),A0A5Q5C9T0,48988,49191,201,+,DUF305; InterPro=IPR012347; IPR005183
Mycobacterium sp. (strain JLS),A0A5Q5CA15,49192,49295,102,+,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),Q7DAB1,72941,73160,217,+,Methyltransf_3; InterPro=IPR029063; IPR002935; IPR050362
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),L7N4G2,73199,73343,142,+,SPW
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),P9WKJ4,73369,73945,574,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),L7N5P9,73994,74091,95,+,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),P9WJX6,74134,74547,412,+,MFS_1; InterPro=IPR036259; IPR011701; IPR020846; IPR050189
Mycobacterium ulcerans (strain Agy99),A0PMV2,379865,380040,173,+,none; InterPro=IPR027595
Mycobacterium ulcerans (strain Agy99),A0PMV3,380059,380750,690,+,Glyco_hydro_3; Glyco_hydro_3_C; Fn3-like; InterPro=IPR013783; IPR036962; IPR036881; IPR001764; IPR002772; IPR026891; IPR050288; IPR017853
Mycobacterium ulcerans (strain Agy99),A0PMV4,381832,382397,563,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycobacterium ulcerans (strain Agy99),A0PMV5,382444,382540,95,+,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycobacterium ulcerans (strain Agy99),A0PMV6,382580,382998,417,+,MFS_1; InterPro=IPR036259; IPR011701; IPR020846; IPR050189
Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10),Q73TT9,1341985,1342080,93,-,none
Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10),Q73TT8,1342099,1342243,143,+,SPW
Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10),Q73TT7,1342269,1342845,574,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10),Q73TT6,1342886,1342982,95,+,Trns_repr_metal; InterPro=IPR038390; IPR003735
Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10),Q73TT5,1343020,1343435,413,+,MFS_1; InterPro=IPR036259; IPR011701; IPR020846; IPR050189
Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),B9L6X8,540354,540922,566,+,ABC_tran; ABC_membrane; InterPro=IPR036640; IPR027417; IPR003439; IPR011527; IPR039421; IPR003593
Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),B9L6X9,540914,541280,364,-,none
Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),B9L6Y0,541310,541872,561,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),B9L6Y1,541944,542414,468,+,GGDEF; InterPro=IPR043128; IPR000160; IPR050469; IPR029787
Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),B9L6Y2,542431,542711,278,+,none
Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),Q5F8G8,265605,265823,217,+,Ni_hydr_CYTB; InterPro=IPR011577; IPR051542; IPR016174
Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),Q5F8G7,265966,266327,359,+,NAD_binding_7; Sirohm_synth_M; GTP-eEF1A_C; InterPro=IPR028281; IPR054696; IPR028161; IPR009000; IPR009001; IPR036291; IPR006367; IPR044138; IPR044139
Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),Q5F8G6,267578,268198,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),Q5F8G5,268212,268313,99,+,none
Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),Q5F8G3,268377,268583,204,+,PGA_cap; InterPro=IPR029052; IPR019079; IPR052169
Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM15464 / FAM18),A1KU02,355458,355701,241,-,none; InterPro=IPR029052
Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM15464 / FAM18),A1KU03,355742,355822,78,-,none
Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM15464 / FAM18),A1KU04,355916,356536,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM15464 / FAM18),A1KU05,356593,357183,588,-,NIR_SIR; NIR_SIR_ferr; InterPro=IPR045854; IPR011786; IPR006067; IPR005117; IPR045169; IPR036136
Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM15464 / FAM18),A1KU06,357192,357797,603,-,NAD_binding_1; Flavodoxin_1; FAD_binding_1; InterPro=IPR023173; IPR029039; IPR039261; IPR029758; IPR001433; IPR008254; IPR003097; IPR010199; IPR001094; IPR001709; IPR017927; IPR017938
Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),B8DML9,839509,839790,279,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR015854; IPR003593; IPR005286; IPR017911
Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),B8DMM0,839790,840090,299,+,FtsX; InterPro=IPR003838; IPR004513
Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),B8DMM1,840204,840759,554,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),B8DMM2,840945,841725,779,+,Meth_synt_2; Meth_synt_1; InterPro=IPR038071; IPR006276; IPR002629; IPR013215
Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),B8DMM3,841846,842115,267,+,Methyltransf_11; InterPro=IPR029063; IPR013216
Nitratiruptor sp. (strain SB155-2),A6Q180,37670,38067,395,+,NnrS; InterPro=IPR010266
Nitratiruptor sp. (strain SB155-2),A6Q181,38066,38355,288,-,RsgA_GTPase; InterPro=IPR012340; IPR027417; IPR004881; IPR010914; IPR030378
Nitratiruptor sp. (strain SB155-2),A6Q182,38352,38917,563,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nitratiruptor sp. (strain SB155-2),A6Q183,39214,39488,272,+,Metallophos; InterPro=IPR029052; IPR004843; IPR050884
Nitratiruptor sp. (strain SB155-2),A6Q184,39484,39794,308,-,2-Hacid_dh; 2-Hacid_dh_C; InterPro=IPR006139; IPR006140; IPR050418; IPR036291
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),Q1QRS9,62809,62952,142,+,HSP20; InterPro=IPR008978; IPR002068; IPR037913
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),Q1QRS8,62988,63076,87,+,DUF1150; InterPro=IPR009531
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),Q1QRS7,63165,63779,612,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),Q1QRS6,63907,64040,131,-,DUF930; InterPro=IPR009273
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),Q1QRS5,64161,64315,152,-,PTS_EIIA_2; InterPro=IPR016152; IPR002178; IPR051541; IPR006320
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 /NCIMB 11846 / Nb-255),Q3SW62,80673,80814,140,+,HSP20; InterPro=IPR008978; IPR002068; IPR037913
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 /NCIMB 11846 / Nb-255),Q3SW61,80847,80936,87,+,DUF1150; InterPro=IPR009531
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 /NCIMB 11846 / Nb-255),Q3SW60,81041,81656,613,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 /NCIMB 11846 / Nb-255),Q3SW59,81733,81840,105,+,DUF4096; InterPro=IPR025161; IPR052909
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 /NCIMB 11846 / Nb-255),Q3ST40,81892,81967,74,+,none
Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB11848 / C-107),Q3J9N5,767623,768089,464,-,Bac_transf; InterPro=IPR003362; IPR017464; IPR017475
Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB11848 / C-107),Q3J9N4,768401,768594,191,+,Cytochrome_CBB3; InterPro=IPR036909; IPR009056; IPR002323
Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB11848 / C-107),Q3J9N3,768699,769317,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB11848 / C-107),Q3J9N2,769411,770079,667,-,UvrD-helicase; UvrD_C; InterPro=IPR013986; IPR027417; IPR005752; IPR014016; IPR014017; IPR000212
Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB11848 / C-107),Q3J9N1,770075,770581,504,-,Mg_chelatase; Mg_chelatase_C; ChlI; InterPro=IPR014721; IPR027417; IPR000523; IPR025158; IPR001208; IPR045006; IPR003593; IPR020568; IPR004482
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC14298),P95339,43583,43688,103,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC14298),Q82XY8,43695,44385,688,-,Thioredox_DsbH; InterPro=IPR012341; IPR004879; IPR024705; IPR008928; IPR036249
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC14298),Q82XY7,44392,44950,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC14298),Q820A4,44992,45271,277,+,LGT; InterPro=IPR001640
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC14298),Q82XY6,45277,45664,385,+,MlaE; InterPro=IPR030802
Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),Q0ADX8,787332,787714,380,-,MlaE; InterPro=IPR030802
Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),Q0ADX7,787722,788016,292,-,LGT; InterPro=IPR001640
Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),Q0ADX6,788045,788603,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),Q0ADX5,788718,788918,198,+,Thioredox_DsbH; InterPro=IPR004879; IPR024705; IPR008928
Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),Q0ADX4,788982,789299,315,+,none; InterPro=IPR024705; IPR008928
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71),Q2YC69,125190,125292,101,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71),Q2YC68,125300,126000,699,-,Thioredox_DsbH; InterPro=IPR012341; IPR004879; IPR024705; IPR008928; IPR036249
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71),Q2YC67,126008,126566,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71),Q2YC66,126571,126655,82,+,none
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71),Q2YC65,126671,126961,288,+,LGT; InterPro=IPR001640
Nocardia farcinica (strain IFM 10152),Q5YRW0,1459662,1460309,646,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Nocardia farcinica (strain IFM 10152),Q5YRV9,1460426,1460627,200,+,bPH_6; InterPro=IPR019692
Nocardia farcinica (strain IFM 10152),Q5YRV8,1460674,1461287,612,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Nocardia farcinica (strain IFM 10152),Q5YRV7,1461311,1461611,298,-,DoxX; InterPro=IPR032808; IPR051907
Nocardia farcinica (strain IFM 10152),Q5YRV6,1461650,1462018,366,+,GSDH; InterPro=IPR011042; IPR012938
Nocardia farcinica (strain IFM 10152),Q5YX63,847446,847821,373,-,none
Nocardia farcinica (strain IFM 10152),Q5YX62,847839,848223,383,-,none
Nocardia farcinica (strain IFM 10152),Q5YX61,848464,849093,628,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
